,ID,Retweets,Replies,Likes,Quotes,Text
0,1336378828243910656,0,0,0,0,@realDonaldTrump Trump clearly willing to sacrifices country to maintain power.  Not onky state officials but also Trump appointed judges say he lost.  Republicans in congress complicit in destroying America.
1,1336378811588472835,1,0,1,0,"@Makis_Kevrekidi @JerryKarenNeff @realDonaldTrump Jesus came to save sinners, aren't you glad of that, aren't you a sinner also."
2,1336378759314886658,0,0,0,0,"@StoptheFraud20 @realDonaldTrump @DauntlessPatri1 Trump the CHARLATAN  Trump, still fighting the election results, hosts rally for Georgia senators — and for himself. Greedy RAT like behavior. DON'T Trust a RAT.  https://t.co/JNeUtQGHI0   https://t.co/JUx0svkI8j"
3,1336378736086814729,1,1,0,0,@realDonaldTrump @DauntlessPatri1 🚨#ElectionFraud 🚨 |￣￣￣￣￣￣￣￣￣|        #BidenCheated   |＿＿＿＿＿＿＿＿＿|                               \ (•▃•) /                  \      /                         ---                       _|   |_  #BidenCorruption #JailJoeBiden  #TheWorldIsWatching 👀
4,1336378683771277318,0,0,0,0,"@realDonaldTrump Biden gets the votes President-elect Joe Biden secured the electoral votes necessary to win on Friday, when California certified the results of the elections in that state and awarded him 55 voters."
5,1336378340484263936,0,0,0,0,@getreal2 @kushibo @realDonaldTrump Wow. I’m sure it’s “accurate “ too. Full of subjective interpretations and much ado about nothing! Lol! Pathetic!
6,1336377983020437511,0,0,0,0,@getreal2 @kushibo @realDonaldTrump ?
7,1336377891043553280,0,0,0,0,@realDonaldTrump You both are has beens   GET THIS IN YOUR HEAD!  You lost by 7 million votes!
8,1336377770981679115,0,0,0,0,"@realDonaldTrump @HeidiForLiberty Arrest These People! No way should People in Other States Pay for Crimes in Penn, Mich, Georgia Ect!!"
9,1336377282689200128,0,0,0,0,@Rothbard1776 @realDonaldTrump Wolf didn’t make the changes in PA. The Republican led legislature supported and passed the new law in 2019. Stop lying.
10,1336377076354572289,0,0,0,0,@realDonaldTrump And I love how Twitter DIDN'T mark this one untrue or disputed.  Pretty sure Ken Starr NAILED IT!  Twitter.  Home of the Nazi loving asswipes!  Come to PARLER SIR!  Where you're welcome to state whatever you want without being censored!
11,1336376664956280835,0,0,0,0,@realDonaldTrump Liar! Worst President ever! https://t.co/r9dhs3VTTf
12,1336376098981076993,0,0,1,0,@the_resistor @realDonaldTrump @GovKemp @staceyabrams @JoeBiden Joe Biden never had a seat
13,1336375977425969152,0,0,0,0,@the_Big_Cable @oaklandzoo22 @realDonaldTrump Seredipidy!! https://t.co/lnevnMZYaM
14,1336375944152543234,0,1,0,0,"@kushibo @JonSmyt87882573 @realDonaldTrump Is @JonSmyt87882573 ""JonSmyth"" or ""JonSmyt""  ... and where is ""JonSmyt87882572"""
15,1336375937970163714,0,0,0,0,@realDonaldTrump We need prosecution how can this go on
16,1336375591700873217,0,0,0,0,@realDonaldTrump Hahahahaha!
17,1336375566136717312,0,0,0,0,@realDonaldTrump You lost
18,1336375498235142146,0,0,0,0,@realDonaldTrump Check this https://t.co/s0LxrI8iUL
